ticket_id,repo,title,classification,classification_zh,classification_basis,ticket_program_names,matched_ticket_symbols,matched_symbols,gold_files,evidence_files,matching_gold_files,extra_evidence_files,evidence_count,exact_match_count,leaf_match_count,evidence_details
astropy__astropy-13572,astropy/astropy,Problem in function nutation_matrix in earth_orientation.py,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""astropy.coordinates"", ""astropy.units"", ""core.unittypeerror"", ""earth_orientation"", ""matrix_product"", ""nutation_components2000B"", ""nutation_matrix"", ""rotation_matrix"", ""todo"", ""units.radian"", ""unittypeerror""]","[""core.unittypeerror"", ""matrix_product"", ""nutation_components2000B"", ""nutation_matrix"", ""rotation_matrix"", ""unittypeerror""]","[""UnitTypeError"", ""matrix_product"", ""nutation_components2000B"", ""nutation_matrix"", ""rotation_matrix""]","[""astropy/coordinates/earth_orientation.py""]","[""astropy/coordinates/earth_orientation.py"", ""astropy/coordinates/matrix_utilities.py"", ""astropy/units/core.py""]","[""astropy/coordinates/earth_orientation.py""]","[""astropy/coordinates/matrix_utilities.py"", ""astropy/units/core.py""]",6,6,0,"[{""ticket_symbol"": ""nutation_components2000B"", ""matched_symbol"": ""nutation_components2000B"", ""file_path"": ""astropy/coordinates/earth_orientation.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""nutation_matrix"", ""matched_symbol"": ""nutation_matrix"", ""file_path"": ""astropy/coordinates/earth_orientation.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""rotation_matrix"", ""matched_symbol"": ""rotation_matrix"", ""file_path"": ""astropy/coordinates/matrix_utilities.py"", ""match_type"": ""exact"", ""candidate_rank"": 2}, {""ticket_symbol"": ""matrix_product"", ""matched_symbol"": ""matrix_product"", ""file_path"": ""astropy/coordinates/matrix_utilities.py"", ""match_type"": ""exact"", ""candidate_rank"": 2}, {""ticket_symbol"": ""core.unittypeerror"", ""matched_symbol"": ""UnitTypeError"", ""file_path"": ""astropy/units/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 3}, {""ticket_symbol"": ""unittypeerror"", ""matched_symbol"": ""UnitTypeError"", ""file_path"": ""astropy/units/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 3}]"
astropy__astropy-7606,astropy/astropy,Unit equality comparison with None raises TypeError for UnrecognizedUnit,correct_mapping,正確對應,所有E3對應檔案都屬於本Ticket的Gold修改檔案。,"[""Traceback"", ""Unit"", ""__call__"", ""__eq__"", ""isinstance"", ""other.name"", ""parse_strict"", ""self.name"", ""u.Unit"", ""unrecognizedunit""]","[""unrecognizedunit""]","[""UnrecognizedUnit""]","[""astropy/units/core.py""]","[""astropy/units/core.py""]","[""astropy/units/core.py""]",[],1,1,0,"[{""ticket_symbol"": ""unrecognizedunit"", ""matched_symbol"": ""UnrecognizedUnit"", ""file_path"": ""astropy/units/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}]"
astropy__astropy-14528,astropy/astropy,`io.fits` creates a corrupt FITS files if a `ImageHDU` contains zero-dimensional data,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""ImageHDU"", ""amd64"", ""bit"", ""corrupted.fits"", ""fits"", ""fits.ImageHDU"", ""fits.getdata"", ""hdu.writeto"", ""io.fits"", ""msc"", ""np.array"", ""sp0""]","[""ImageHDU"", ""fits"", ""fits.ImageHDU""]","[""Fits"", ""ImageHDU""]","[""astropy/io/fits/hdu/image.py""]","[""astropy/io/fits/hdu/image.py"", ""astropy/units/format/fits.py""]","[""astropy/io/fits/hdu/image.py""]","[""astropy/units/format/fits.py""]",3,2,1,"[{""ticket_symbol"": ""ImageHDU"", ""matched_symbol"": ""ImageHDU"", ""file_path"": ""astropy/io/fits/hdu/image.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""fits.ImageHDU"", ""matched_symbol"": ""ImageHDU"", ""file_path"": ""astropy/io/fits/hdu/image.py"", ""match_type"": ""leaf"", ""candidate_rank"": 1}, {""ticket_symbol"": ""fits"", ""matched_symbol"": ""Fits"", ""file_path"": ""astropy/units/format/fits.py"", ""match_type"": ""exact"", ""candidate_rank"": 13}]"
astropy__astropy-13404,astropy/astropy,Masked ``_array2string`` doesn't work on some structured arrays,incorrect_mapping,錯誤對應,E3對應檔案沒有任何一個屬於本Ticket的Gold修改檔案。,"[""Distribution"", ""Masked"", ""astropy.uncertainty"", ""astropy.utils"", ""function_helpers"", ""ga2da0589eb.d20220607"", ""masked.function_helpers"", ""np.array"", ""np.random"", ""np.random.beta"", ""repr"", ""x86_64""]","[""Distribution"", ""Masked""]","[""Distribution"", ""Masked"", ""Table.masked"", ""TimeBase.masked"", ""TimeFormat.masked""]","[""astropy/utils/masked/function_helpers.py""]","[""astropy/utils/masked/core.py"", ""astropy/uncertainty/core.py"", ""astropy/table/table.py"", ""astropy/time/formats.py"", ""astropy/time/core.py""]",[],"[""astropy/table/table.py"", ""astropy/time/core.py"", ""astropy/time/formats.py"", ""astropy/uncertainty/core.py"", ""astropy/utils/masked/core.py""]",5,2,3,"[{""ticket_symbol"": ""Masked"", ""matched_symbol"": ""Masked"", ""file_path"": ""astropy/utils/masked/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""Distribution"", ""matched_symbol"": ""Distribution"", ""file_path"": ""astropy/uncertainty/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 3}, {""ticket_symbol"": ""Masked"", ""matched_symbol"": ""Table.masked"", ""file_path"": ""astropy/table/table.py"", ""match_type"": ""leaf"", ""candidate_rank"": 15}, {""ticket_symbol"": ""Masked"", ""matched_symbol"": ""TimeFormat.masked"", ""file_path"": ""astropy/time/formats.py"", ""match_type"": ""leaf"", ""candidate_rank"": 17}, {""ticket_symbol"": ""Masked"", ""matched_symbol"": ""TimeBase.masked"", ""file_path"": ""astropy/time/core.py"", ""match_type"": ""leaf"", ""candidate_rank"": 19}]"
astropy__astropy-14590,astropy/astropy,TST: np.fix check fails with numpy-dev (TypeError: cannot write to unmasked output),overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""MaskedNDArray"", ""____________________________"", ""__array_ufunc__"", ""array"", ""dev"", ""func"", ""getattr"", ""greater_equal"", ""kwargs.pop"", ""nx.floor"", ""nx.greater_equal"", ""out_unmasked"", ""self._get_data_and_masks"", ""self.check"", ""super"", ""test_fix"", ""test_function_helpers"", ""todo"", ""tst"", ""zip""]","[""MaskedNDArray"", ""func""]","[""MaskedNDArray"", ""func""]","[""astropy/utils/masked/core.py""]","[""astropy/utils/masked/core.py"", ""astropy/utils/data_info.py"", ""astropy/stats/funcs.py""]","[""astropy/utils/masked/core.py""]","[""astropy/stats/funcs.py"", ""astropy/utils/data_info.py""]",3,3,0,"[{""ticket_symbol"": ""MaskedNDArray"", ""matched_symbol"": ""MaskedNDArray"", ""file_path"": ""astropy/utils/masked/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""func"", ""matched_symbol"": ""func"", ""file_path"": ""astropy/utils/data_info.py"", ""match_type"": ""exact"", ""candidate_rank"": 17}, {""ticket_symbol"": ""func"", ""matched_symbol"": ""func"", ""file_path"": ""astropy/stats/funcs.py"", ""match_type"": ""exact"", ""candidate_rank"": 19}]"
astropy__astropy-13838,astropy/astropy,Printing tables doesn't work correctly with 0-length array cells,incorrect_mapping,錯誤對應,E3對應檔案沒有任何一個屬於本Ticket的Gold修改檔案。,"[""PlainTextFormatter.__call__"", ""RepresentationPrinter.pretty"", ""StringIO"", ""Table.__repr__"", ""Traceback"", ""_default_pprint"", ""_repr_pprint"", ""callable"", ""cls.__dict__.get"", ""data"", ""meth"", ""output.splitlines"", ""p.break_"", ""p.group"", ""pretty.RepresentationPrinter"", ""printer.flush"", ""printer.pretty"", ""repr"", ""rows"", ""stream.getvalue""]","[""Table.__repr__""]","[""Table.__repr__""]","[""astropy/table/pprint.py""]","[""astropy/table/table.py"", ""astropy/io/votable/tree.py""]",[],"[""astropy/io/votable/tree.py"", ""astropy/table/table.py""]",2,2,0,"[{""ticket_symbol"": ""Table.__repr__"", ""matched_symbol"": ""Table.__repr__"", ""file_path"": ""astropy/table/table.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""Table.__repr__"", ""matched_symbol"": ""Table.__repr__"", ""file_path"": ""astropy/io/votable/tree.py"", ""match_type"": ""exact"", ""candidate_rank"": 7}]"
astropy__astropy-14213,astropy/astropy,The `range` argument to `numpy.histogram`-like functions does not accept instances of `astropy.units.Quantity`,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""Traceback"", ""UnitConversionError"", ""astropy.units.Quantity"", ""astropy.units.core.UnitConversionError"", ""backticks"", ""bit"", ""code_of_conduct"", ""contributing"", ""converters_and_unit"", ""exec"", ""msc"", ""np.histogram"", ""np.random.random"", ""numpy.histogram"", ""numpy.histogram2d"", ""platform.platform"", ""quantity"", ""range"", ""sp0"", ""super""]","[""UnitConversionError"", ""astropy.units.core.UnitConversionError"", ""bit"", ""converters_and_unit"", ""np.histogram"", ""numpy.histogram"", ""numpy.histogram2d""]","[""Bit"", ""UnitConversionError"", ""converters_and_unit"", ""histogram"", ""histogram2d""]","[""astropy/units/quantity_helper/function_helpers.py""]","[""astropy/units/quantity_helper/converters.py"", ""astropy/io/votable/converters.py"", ""astropy/units/quantity_helper/function_helpers.py"", ""astropy/stats/histogram.py"", ""astropy/units/core.py""]","[""astropy/units/quantity_helper/function_helpers.py""]","[""astropy/io/votable/converters.py"", ""astropy/stats/histogram.py"", ""astropy/units/core.py"", ""astropy/units/quantity_helper/converters.py""]",9,4,5,"[{""ticket_symbol"": ""converters_and_unit"", ""matched_symbol"": ""converters_and_unit"", ""file_path"": ""astropy/units/quantity_helper/converters.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""bit"", ""matched_symbol"": ""Bit"", ""file_path"": ""astropy/io/votable/converters.py"", ""match_type"": ""exact"", ""candidate_rank"": 3}, {""ticket_symbol"": ""numpy.histogram2d"", ""matched_symbol"": ""histogram2d"", ""file_path"": ""astropy/units/quantity_helper/function_helpers.py"", ""match_type"": ""leaf"", ""candidate_rank"": 4}, {""ticket_symbol"": ""numpy.histogram"", ""matched_symbol"": ""histogram"", ""file_path"": ""astropy/units/quantity_helper/function_helpers.py"", ""match_type"": ""leaf"", ""candidate_rank"": 4}, {""ticket_symbol"": ""np.histogram"", ""matched_symbol"": ""histogram"", ""file_path"": ""astropy/units/quantity_helper/function_helpers.py"", ""match_type"": ""leaf"", ""candidate_rank"": 4}, {""ticket_symbol"": ""numpy.histogram"", ""matched_symbol"": ""histogram"", ""file_path"": ""astropy/stats/histogram.py"", ""match_type"": ""leaf"", ""candidate_rank"": 5}, {""ticket_symbol"": ""np.histogram"", ""matched_symbol"": ""histogram"", ""file_path"": ""astropy/stats/histogram.py"", ""match_type"": ""leaf"", ""candidate_rank"": 5}, {""ticket_symbol"": ""astropy.units.core.UnitConversionError"", ""matched_symbol"": ""UnitConversionError"", ""file_path"": ""astropy/units/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 6}, {""ticket_symbol"": ""UnitConversionError"", ""matched_symbol"": ""UnitConversionError"", ""file_path"": ""astropy/units/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 6}]"
astropy__astropy-14539,astropy/astropy,`io.fits.FITSDiff` may sometimes report differences between identical files,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""VLAs"", ""amd64"", ""bintablehdu"", ""bit"", ""element"", ""fits.BinTableHDU.from_columns"", ""fits.Column"", ""fits.FITSDiff"", ""fits.bintablehdu"", ""fits.printdiff"", ""fitsdiff"", ""found"", ""from_columns"", ""hdu"", ""hdu.writeto"", ""io.fits"", ""io.fits.FITSDiff"", ""msc"", ""sp0"", ""vla""]","[""bintablehdu"", ""bit"", ""element"", ""fits.FITSDiff"", ""fits.bintablehdu"", ""fits.printdiff"", ""fitsdiff"", ""from_columns"", ""io.fits.FITSDiff""]","[""BinTableHDU"", ""Bit"", ""Element"", ""FITSDiff"", ""FITS_rec.from_columns"", ""_TableLikeHDU.from_columns"", ""printdiff""]","[""astropy/io/fits/diff.py""]","[""astropy/io/fits/diff.py"", ""astropy/io/fits/hdu/table.py"", ""astropy/io/fits/convenience.py"", ""astropy/io/fits/fitsrec.py"", ""astropy/io/votable/tree.py"", ""astropy/io/votable/converters.py""]","[""astropy/io/fits/diff.py""]","[""astropy/io/fits/convenience.py"", ""astropy/io/fits/fitsrec.py"", ""astropy/io/fits/hdu/table.py"", ""astropy/io/votable/converters.py"", ""astropy/io/votable/tree.py""]",10,4,6,"[{""ticket_symbol"": ""fitsdiff"", ""matched_symbol"": ""FITSDiff"", ""file_path"": ""astropy/io/fits/diff.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""io.fits.FITSDiff"", ""matched_symbol"": ""FITSDiff"", ""file_path"": ""astropy/io/fits/diff.py"", ""match_type"": ""leaf"", ""candidate_rank"": 1}, {""ticket_symbol"": ""fits.FITSDiff"", ""matched_symbol"": ""FITSDiff"", ""file_path"": ""astropy/io/fits/diff.py"", ""match_type"": ""leaf"", ""candidate_rank"": 1}, {""ticket_symbol"": ""bintablehdu"", ""matched_symbol"": ""BinTableHDU"", ""file_path"": ""astropy/io/fits/hdu/table.py"", ""match_type"": ""exact"", ""candidate_rank"": 2}, {""ticket_symbol"": ""fits.bintablehdu"", ""matched_symbol"": ""BinTableHDU"", ""file_path"": ""astropy/io/fits/hdu/table.py"", ""match_type"": ""leaf"", ""candidate_rank"": 2}, {""ticket_symbol"": ""from_columns"", ""matched_symbol"": ""_TableLikeHDU.from_columns"", ""file_path"": ""astropy/io/fits/hdu/table.py"", ""match_type"": ""leaf"", ""candidate_rank"": 2}, {""ticket_symbol"": ""fits.printdiff"", ""matched_symbol"": ""printdiff"", ""file_path"": ""astropy/io/fits/convenience.py"", ""match_type"": ""leaf"", ""candidate_rank"": 4}, {""ticket_symbol"": ""from_columns"", ""matched_symbol"": ""FITS_rec.from_columns"", ""file_path"": ""astropy/io/fits/fitsrec.py"", ""match_type"": ""leaf"", ""candidate_rank"": 6}, {""ticket_symbol"": ""element"", ""matched_symbol"": ""Element"", ""file_path"": ""astropy/io/votable/tree.py"", ""match_type"": ""exact"", ""candidate_rank"": 8}, {""ticket_symbol"": ""bit"", ""matched_symbol"": ""Bit"", ""file_path"": ""astropy/io/votable/converters.py"", ""match_type"": ""exact"", ""candidate_rank"": 12}]"
astropy__astropy-14701,astropy/astropy,Register ``latex`` to ``Cosmology.write``,incorrect_mapping,錯誤對應,E3對應檔案沒有任何一個屬於本Ticket的Gold修改檔案。,"[""QTable.write"", ""cosmology.io.table.to_table"", ""cosmology.write"", ""docs.astropy"", ""github.com"", ""h_0"", ""io.html"", ""table.to_table"", ""to_table"", ""write_latex""]","[""cosmology.io.table.to_table"", ""table.to_table"", ""to_table""]","[""Table.to_table"", ""to_table""]","[""astropy/cosmology/io/__init__.py"", ""astropy/cosmology/io/latex.py""]","[""astropy/cosmology/io/table.py"", ""astropy/io/votable/tree.py""]",[],"[""astropy/cosmology/io/table.py"", ""astropy/io/votable/tree.py""]",5,4,1,"[{""ticket_symbol"": ""cosmology.io.table.to_table"", ""matched_symbol"": ""to_table"", ""file_path"": ""astropy/cosmology/io/table.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""table.to_table"", ""matched_symbol"": ""to_table"", ""file_path"": ""astropy/cosmology/io/table.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""to_table"", ""matched_symbol"": ""to_table"", ""file_path"": ""astropy/cosmology/io/table.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""table.to_table"", ""matched_symbol"": ""Table.to_table"", ""file_path"": ""astropy/io/votable/tree.py"", ""match_type"": ""exact"", ""candidate_rank"": 3}, {""ticket_symbol"": ""to_table"", ""matched_symbol"": ""Table.to_table"", ""file_path"": ""astropy/io/votable/tree.py"", ""match_type"": ""leaf"", ""candidate_rank"": 3}]"
astropy__astropy-7218,astropy/astropy,HDUList.copy() returns a list,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""HDUList"", ""HDUList.copy"", ""type""]","[""HDUList""]","[""FitsHDU.hdulist"", ""HDUList""]","[""astropy/io/fits/hdu/hdulist.py""]","[""astropy/io/fits/hdu/hdulist.py"", ""astropy/io/fits/hdu/nonstandard.py""]","[""astropy/io/fits/hdu/hdulist.py""]","[""astropy/io/fits/hdu/nonstandard.py""]",2,1,1,"[{""ticket_symbol"": ""HDUList"", ""matched_symbol"": ""HDUList"", ""file_path"": ""astropy/io/fits/hdu/hdulist.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""HDUList"", ""matched_symbol"": ""FitsHDU.hdulist"", ""file_path"": ""astropy/io/fits/hdu/nonstandard.py"", ""match_type"": ""leaf"", ""candidate_rank"": 2}]"
astropy__astropy-7441,astropy/astropy,astropy.time.TimeDelta should support conversion to `datetime.timedelta`,correct_mapping,正確對應,所有E3對應檔案都屬於本Ticket的Gold修改檔案。,"[""Time"", ""TimeDelta"", ""astropy.time"", ""datetime.timedelta"", ""np.datetime64"", ""np.timedelta64"", ""to_datetime"", ""to_timedelta""]","[""TimeDelta"", ""datetime.timedelta"", ""to_datetime""]","[""Time.to_datetime"", ""TimeDelta""]","[""astropy/time/core.py"", ""astropy/time/formats.py""]","[""astropy/time/core.py""]","[""astropy/time/core.py""]",[],3,1,2,"[{""ticket_symbol"": ""TimeDelta"", ""matched_symbol"": ""TimeDelta"", ""file_path"": ""astropy/time/core.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""datetime.timedelta"", ""matched_symbol"": ""TimeDelta"", ""file_path"": ""astropy/time/core.py"", ""match_type"": ""leaf"", ""candidate_rank"": 1}, {""ticket_symbol"": ""to_datetime"", ""matched_symbol"": ""Time.to_datetime"", ""file_path"": ""astropy/time/core.py"", ""match_type"": ""leaf"", ""candidate_rank"": 1}]"
astropy__astropy-13668,astropy/astropy,wcslint crashes on valid WCS,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""WCS"", ""_wcs.Wcsprm"", ""corrected"", ""d2imarr"", ""err"", ""hdrlet"", ""hst"", ""iabj01a2q_flc.fits"", ""initial_top"", ""l3430"", ""l3530"", ""l3534"", ""prev_inuse"", ""primary"", ""python3"", ""sci"", ""wcs.validate"", ""wcscorr"", ""wcsdvarr"", ""wcslint""]","[""WCS"", ""wcs.validate""]","[""CCDData.wcs"", ""WCS"", ""validate""]","[""astropy/wcs/wcs.py""]","[""astropy/wcs/wcs.py"", ""astropy/nddata/ccddata.py""]","[""astropy/wcs/wcs.py""]","[""astropy/nddata/ccddata.py""]",3,2,1,"[{""ticket_symbol"": ""wcs.validate"", ""matched_symbol"": ""validate"", ""file_path"": ""astropy/wcs/wcs.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""WCS"", ""matched_symbol"": ""WCS"", ""file_path"": ""astropy/wcs/wcs.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""WCS"", ""matched_symbol"": ""CCDData.wcs"", ""file_path"": ""astropy/nddata/ccddata.py"", ""match_type"": ""leaf"", ""candidate_rank"": 3}]"
astropy__astropy-14042,astropy/astropy,Degrees Celsius should be supported by FITS units,correct_mapping,正確對應,所有E3對應檔案都屬於本Ticket的Gold修改檔案。,"[""Celsius"", ""astropy.units"", ""code_of_conduct"", ""contributing"", ""fits"", ""github"", ""github.com"", ""iau"", ""kelvin"", ""pdf"", ""proceedings_rules"", ""stylemanual1989.pdf"", ""to_string"", ""u.deg_C"", ""u.deg_C.to_string"", ""www.iau""]","[""fits""]","[""Fits""]","[""astropy/units/format/fits.py"", ""astropy/units/si.py""]","[""astropy/units/format/fits.py""]","[""astropy/units/format/fits.py""]",[],1,1,0,"[{""ticket_symbol"": ""fits"", ""matched_symbol"": ""Fits"", ""file_path"": ""astropy/units/format/fits.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}]"
astropy__astropy-12907,astropy/astropy,Modeling's `separability_matrix` does not compute separability correctly for nested CompoundModels,correct_mapping,正確對應,所有E3對應檔案都屬於本Ticket的Gold修改檔案。,"[""array"", ""astropy.modeling"", ""compoundmodels"", ""m.Linear1D"", ""m.Pix2Sky_TAN"", ""separability_matrix""]","[""separability_matrix""]","[""separability_matrix""]","[""astropy/modeling/separable.py""]","[""astropy/modeling/separable.py""]","[""astropy/modeling/separable.py""]",[],1,1,0,"[{""ticket_symbol"": ""separability_matrix"", ""matched_symbol"": ""separability_matrix"", ""file_path"": ""astropy/modeling/separable.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}]"
astropy__astropy-13638,astropy/astropy,`Quantity.__ilshift__` throws exception with `dtype=int`,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""Quantity"", ""Quantity.__ilshift__"", ""Traceback"", ""UFuncTypeError"", ""_validate_arg_value"", ""astropy.units.quantity_input"", ""code_of_conduct"", ""contributing"", ""dtype"", ""foo"", ""foofoo"", ""func_args"", ""func_kwargs"", ""platform.platform"", ""quantity_input"", ""self._set_unit"", ""self.view"", ""u.Quantity"", ""valid_targets"", ""wrapped_function""]","[""Quantity.__ilshift__"", ""_validate_arg_value""]","[""Quantity.__ilshift__"", ""_validate_arg_value""]","[""astropy/units/quantity.py""]","[""astropy/units/quantity.py"", ""astropy/units/decorators.py""]","[""astropy/units/quantity.py""]","[""astropy/units/decorators.py""]",2,2,0,"[{""ticket_symbol"": ""Quantity.__ilshift__"", ""matched_symbol"": ""Quantity.__ilshift__"", ""file_path"": ""astropy/units/quantity.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""_validate_arg_value"", ""matched_symbol"": ""_validate_arg_value"", ""file_path"": ""astropy/units/decorators.py"", ""match_type"": ""exact"", ""candidate_rank"": 2}]"
astropy__astropy-14369,astropy/astropy,Incorrect units read from MRT (CDS format) files with astropy.table,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""MRT"", ""Table.read"", ""a10"", ""aas"", ""ascii.cds"", ""astropy.__version__"", ""astropy.table"", ""cds"", ""f10"", ""files"", ""id0001"", ""platform.platform"", ""sbcont"", ""sbline"", ""spaces"", ""sys.version"", ""tab.txt""]","[""MRT"", ""cds""]","[""CDS"", ""Cds"", ""Mrt""]","[""astropy/units/format/cds.py"", ""astropy/units/format/cds_parsetab.py""]","[""astropy/io/ascii/mrt.py"", ""astropy/units/format/cds.py"", ""astropy/io/ascii/cds.py""]","[""astropy/units/format/cds.py""]","[""astropy/io/ascii/cds.py"", ""astropy/io/ascii/mrt.py""]",3,3,0,"[{""ticket_symbol"": ""MRT"", ""matched_symbol"": ""Mrt"", ""file_path"": ""astropy/io/ascii/mrt.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""cds"", ""matched_symbol"": ""CDS"", ""file_path"": ""astropy/units/format/cds.py"", ""match_type"": ""exact"", ""candidate_rank"": 2}, {""ticket_symbol"": ""cds"", ""matched_symbol"": ""Cds"", ""file_path"": ""astropy/io/ascii/cds.py"", ""match_type"": ""exact"", ""candidate_rank"": 3}]"
astropy__astropy-7973,astropy/astropy,Record data size in the WCS object,overly_ambiguous,名稱過度模糊,E3有找到Gold修改檔案，但同時把名稱對應到其他檔案。,"[""WCS"", ""_naxis1"", ""_naxis2"", ""fits"", ""naxis1"", ""naxis2"", ""naxisj""]","[""WCS"", ""_naxis1"", ""_naxis2"", ""fits"", ""naxis2""]","[""CCDData.wcs"", ""Fits"", ""NAXIS2"", ""NDData.wcs"", ""WCS"", ""WCS._naxis1"", ""WCS._naxis2""]","[""astropy/wcs/wcs.py""]","[""astropy/wcs/wcs.py"", ""astropy/nddata/ccddata.py"", ""astropy/units/format/fits.py"", ""astropy/nddata/nddata.py"", ""cextern/cfitsio/lib/fitscore.c""]","[""astropy/wcs/wcs.py""]","[""astropy/nddata/ccddata.py"", ""astropy/nddata/nddata.py"", ""astropy/units/format/fits.py"", ""cextern/cfitsio/lib/fitscore.c""]",7,3,4,"[{""ticket_symbol"": ""WCS"", ""matched_symbol"": ""WCS"", ""file_path"": ""astropy/wcs/wcs.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""_naxis1"", ""matched_symbol"": ""WCS._naxis1"", ""file_path"": ""astropy/wcs/wcs.py"", ""match_type"": ""leaf"", ""candidate_rank"": 1}, {""ticket_symbol"": ""_naxis2"", ""matched_symbol"": ""WCS._naxis2"", ""file_path"": ""astropy/wcs/wcs.py"", ""match_type"": ""leaf"", ""candidate_rank"": 1}, {""ticket_symbol"": ""WCS"", ""matched_symbol"": ""CCDData.wcs"", ""file_path"": ""astropy/nddata/ccddata.py"", ""match_type"": ""leaf"", ""candidate_rank"": 2}, {""ticket_symbol"": ""fits"", ""matched_symbol"": ""Fits"", ""file_path"": ""astropy/units/format/fits.py"", ""match_type"": ""exact"", ""candidate_rank"": 5}, {""ticket_symbol"": ""WCS"", ""matched_symbol"": ""NDData.wcs"", ""file_path"": ""astropy/nddata/nddata.py"", ""match_type"": ""leaf"", ""candidate_rank"": 6}, {""ticket_symbol"": ""naxis2"", ""matched_symbol"": ""NAXIS2"", ""file_path"": ""cextern/cfitsio/lib/fitscore.c"", ""match_type"": ""exact"", ""candidate_rank"": 8}]"
astropy__astropy-14413,astropy/astropy,Unicode and console unit representations sometimes include an extraneous space,correct_mapping,正確對應,所有E3對應檔案都屬於本Ticket的Gold修改檔案。,"[""astropy.units"", ""console"", ""format"", ""github.com"", ""to_string"", ""unicode"", ""unit.to_string""]","[""console"", ""unicode""]","[""Console"", ""Unicode""]","[""astropy/units/format/console.py"", ""astropy/units/format/latex.py"", ""astropy/units/format/unicode_format.py""]","[""astropy/units/format/unicode_format.py"", ""astropy/units/format/console.py""]","[""astropy/units/format/console.py"", ""astropy/units/format/unicode_format.py""]",[],2,2,0,"[{""ticket_symbol"": ""unicode"", ""matched_symbol"": ""Unicode"", ""file_path"": ""astropy/units/format/unicode_format.py"", ""match_type"": ""exact"", ""candidate_rank"": 1}, {""ticket_symbol"": ""console"", ""matched_symbol"": ""Console"", ""file_path"": ""astropy/units/format/console.py"", ""match_type"": ""exact"", ""candidate_rank"": 2}]"
