split,split_role,ticket_id,repo,base_commit,title,outcome,primary_category,primary_category_zh,failure_stage,failure_stage_zh,suggested_next_step,gold_file_count,recovered_gold_count,gold_files,missing_gold_files,index_available,indexed_file_count,sparse_ticket_clues,manual_review_required
validation,method_selection,django__django-16117,django/django,d938b3b2577807ffd585f654caa0f37d9574e565,Generated migration file is not detected by django because of the name of newly generated migration file,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/migrations/migration.py,django/db/migrations/migration.py,True,817,False,False
validation,method_selection,django__django-11740,django/django,003bb34b218adb23d1a7e67932a6ba9b3c4dcc81,Change uuid field to FK does not create dependency,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/migrations/autodetector.py,django/db/migrations/autodetector.py,True,812,False,False
validation,method_selection,django__django-12161,django/django,c90ab30fa1305481024b9c3c50b5a6ed6cd9a2f5,Support callable values in through_defaults.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,3,2,django/db/models/fields/related_descriptors.py | django/db/models/query.py | django/db/models/utils.py,django/db/models/utils.py,True,813,False,False
validation,method_selection,django__django-13240,django/django,ba691933cee375195c9c50f333dd4b2a3abbb726,Change Settings to raise ImproperlyConfigured on SECRET_KEY; not initialization,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,3,2,django/conf/__init__.py | django/contrib/auth/tokens.py | django/core/checks/security/base.py,django/contrib/auth/tokens.py,True,806,False,False
validation,method_selection,django__django-11983,django/django,e3d0b4d5501c6d0bc39f035e4345e5bdfde12e41,Admin's date_hierarchy excludes 31 october when using timezone with DST in northern hemisphere.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/contrib/admin/views/main.py,django/contrib/admin/views/main.py,True,812,False,False
validation,method_selection,django__django-15248,django/django,f1905db6c0004a2b6c8b69c55a1f5f9da58ce2eb,Add ability to know where an object was deleted from to pre/post delete signals,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,5,4,django/contrib/admin/utils.py | django/contrib/contenttypes/management/commands/remove_stale_contenttypes.py | django/db/models/base.py | django/db/models/deletion.py | django/db/models/query.py,django/contrib/contenttypes/management/commands/remove_stale_contenttypes.py,True,813,False,False
validation,method_selection,django__django-11278,django/django,6485a5f450b3dc60e690c31a75e0e9574a896842,Add a system check for uniqueness of partial indexes and constraints names.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/core/checks/model_checks.py,django/core/checks/model_checks.py,True,796,True,True
validation,method_selection,django__django-10301,django/django,76dfa834e7ceeca97cd8e3cfa86651a955aa3f0c,SQLite functions crashes on NULL values,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,4,1,django/db/backends/oracle/operations.py | django/db/backends/sqlite3/base.py | django/db/models/functions/datetime.py | django/db/models/functions/text.py,django/db/backends/oracle/operations.py | django/db/models/functions/datetime.py | django/db/models/functions/text.py,True,805,False,True
validation,method_selection,django__django-16037,django/django,a2e580acf62a3de4f9108cc1af061a02b94b1064,QuerySet.annotate() with subquery and aggregation crashes.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,2,1,django/db/models/expressions.py | django/db/models/sql/compiler.py,django/db/models/expressions.py,True,817,False,False
validation,method_selection,django__django-16735,django/django,2eb1f37260f0e0b71ef3a77eb5522d2bb68d6489,i18n_patterns() not respecting prefix_default_language=False,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,django/urls/resolvers.py | django/utils/translation/__init__.py,django/utils/translation/__init__.py,True,818,False,False
validation,method_selection,django__django-12734,django/django,505fec6badba0622bbf97bb659188c3d62a9bc58,Migration doesn't detect precision changes in fields that ManyToMany points to.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/backends/sqlite3/schema.py,django/db/backends/sqlite3/schema.py,True,813,False,False
validation,method_selection,django__django-8119,django/django,069bee7c1232458a0f13c2e30daa8df99dbd3680,Allow expressions in .filter() calls,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,4,2,django/db/backends/base/operations.py | django/db/backends/oracle/operations.py | django/db/models/expressions.py | django/db/models/sql/query.py,django/db/backends/base/operations.py | django/db/backends/oracle/operations.py,True,812,False,True
validation,method_selection,django__django-11734,django/django,999891bd80b3d02dd916731a7a239e1036174885,OuterRef in exclude() or ~Q() uses wrong model.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,3,1,django/db/models/fields/__init__.py | django/db/models/fields/related_lookups.py | django/db/models/sql/query.py,django/db/models/fields/__init__.py | django/db/models/fields/related_lookups.py,True,812,False,False
validation,method_selection,django__django-12508,django/django,b9e2355eb07938829a1a31ed7b60e5f72d4b92e3,Add support for ./manage.py dbshell -c SQL,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,8,2,django/core/management/base.py | django/core/management/commands/dbshell.py | django/db/backends/base/client.py | django/db/backends/mysql/client.py | django/db/backends/mysql/creation.py | django/db/backends/oracle/client.py | django/db/backends/postgresql/client.py | django/db/backends/sqlite3/client.py,django/db/backends/base/client.py | django/db/backends/mysql/client.py | django/db/backends/mysql/creation.py | django/db/backends/oracle/client.py | django/db/backends/postgresql/client.py | django/db/backends/sqlite3/client.py,True,813,False,False
validation,method_selection,django__django-12671,django/django,5fbc0e07a92f192acfa6bc4b09c3732476eeefc6,Allow empty message in management command stdout and stderr proxies.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,3,2,django/contrib/staticfiles/management/commands/collectstatic.py | django/core/management/base.py | django/core/management/commands/loaddata.py,django/core/management/commands/loaddata.py,True,813,False,False
validation,method_selection,django__django-12091,django/django,5d654e1e7104d2ce86ec1b9fe52865a7dca4b4be,Deprecate HttpRequest.is_ajax.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,3,1,django/http/request.py | django/views/debug.py | django/views/i18n.py,django/views/debug.py | django/views/i18n.py,True,813,False,True
validation,method_selection,django__django-16707,django/django,cfe563ffaf01d22343717176d96bfca0d05f60fb,DateField.input_formats cannot be printed,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/utils/functional.py,django/utils/functional.py,True,818,False,False
validation,method_selection,django__django-14480,django/django,795da6306a048b18c0158496b0d49e8e4f197a32,Add logical XOR support to Q() and QuerySet().,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,7,4,django/db/backends/base/features.py | django/db/backends/mysql/features.py | django/db/models/expressions.py | django/db/models/query.py | django/db/models/query_utils.py | django/db/models/sql/__init__.py | django/db/models/sql/where.py,django/db/backends/base/features.py | django/db/models/sql/__init__.py | django/db/models/sql/where.py,True,814,False,True
validation,method_selection,django__django-13484,django/django,292b3be698ef58aff9c215d62a444f66ead578c3,Queryset crashes when recreated from a pickled query with FilteredRelation used in aggregation.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/models/fields/reverse_related.py,django/db/models/fields/reverse_related.py,True,806,False,False
validation,method_selection,django__django-11299,django/django,6866c91b638de5368c18713fa851bfe56253ea55,CheckConstraint with OR operator generates incorrect SQL on SQLite and Oracle.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/models/sql/query.py,django/db/models/sql/query.py,True,796,False,False
validation,method_selection,django__django-14351,django/django,06fd4df41afb5aa1d681b853c3c08d8c688ca3a5,Q object __or__ appears to get all dunder related's default columns and queryset raises ProgrammingError.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/models/lookups.py,django/db/models/lookups.py,True,810,False,False
validation,method_selection,django__django-12910,django/django,a4e6030904df63b3f10aa0729b86dc6942b0458e,Replace Command.requires_system_checks = True by something like Command.required_system_checks = '__all__',partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,16,12,django/contrib/auth/management/commands/changepassword.py | django/contrib/gis/management/commands/ogrinspect.py | django/contrib/staticfiles/management/commands/collectstatic.py | django/core/management/base.py | django/core/management/commands/check.py | django/core/management/commands/compilemessages.py | django/core/management/commands/createcachetable.py | django/core/management/commands/dbshell.py | django/core/management/commands/diffsettings.py | django/core/management/commands/inspectdb.py | django/core/management/commands/makemessages.py | django/core/management/commands/migrate.py | django/core/management/commands/runserver.py | django/core/management/commands/shell.py | django/core/management/commands/testserver.py | django/core/management/templates.py,django/core/management/base.py | django/core/management/commands/createcachetable.py | django/core/management/commands/runserver.py | django/core/management/templates.py,True,811,False,True
validation,method_selection,django__django-14124,django/django,4a80d0f22021bb0af842f038eba45958e9576bec,handler500 as a Class-based view raises SystemCheckError,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,4,2,django/contrib/admindocs/utils.py | django/urls/resolvers.py | django/views/debug.py | django/views/generic/base.py,django/contrib/admindocs/utils.py | django/views/debug.py,True,809,False,False
validation,method_selection,django__django-13371,django/django,3a9f192b131f7a9b0fe5783c684b23015fa67cc8,django.db.models.query.Row is not pickleable.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,django/db/models/query.py | django/db/models/utils.py,django/db/models/utils.py,True,806,False,False
validation,method_selection,django__django-11638,django/django,c1b26c77a94c13b350d80e9a2f8d0393dee737cd,Improve Exception Message In Test Client and urlencode() when None is passed as data.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/utils/http.py,django/utils/http.py,True,812,False,False
validation,method_selection,django__django-10904,django/django,7444f3252757ed4384623e5afd7dcfeef3e0c74e,"Replace use of OSError aliases with OSError (IOError, EnvironmentError, WindowsError, mmap.error, socket.error, select.error)",partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,18,6,django/contrib/auth/password_validation.py | django/contrib/gis/gdal/libgdal.py | django/contrib/gis/geos/libgeos.py | django/contrib/sessions/backends/file.py | django/contrib/staticfiles/storage.py | django/core/files/move.py | django/core/files/storage.py | django/core/files/temp.py | django/core/mail/backends/smtp.py | django/core/management/commands/compilemessages.py | django/core/management/commands/runserver.py | django/core/management/templates.py | django/core/servers/basehttp.py | django/http/request.py | django/http/response.py | django/middleware/csrf.py | django/utils/translation/trans_real.py | django/views/debug.py,django/contrib/auth/password_validation.py | django/contrib/gis/gdal/libgdal.py | django/contrib/sessions/backends/file.py | django/contrib/staticfiles/storage.py | django/core/files/move.py | django/core/files/storage.py | django/core/management/commands/compilemessages.py | django/core/management/templates.py | django/core/servers/basehttp.py | django/http/request.py | django/middleware/csrf.py | django/utils/translation/trans_real.py,True,801,False,False
validation,method_selection,django__django-11991,django/django,f997b5e6ae85e2df2342b1a7812fe8130206c957,Add support for adding non-key columns to indexes,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,9,6,django/contrib/gis/db/backends/postgis/schema.py | django/contrib/postgres/indexes.py | django/db/backends/base/features.py | django/db/backends/base/schema.py | django/db/backends/postgresql/features.py | django/db/backends/postgresql/schema.py | django/db/models/base.py | django/db/models/constraints.py | django/db/models/indexes.py,django/contrib/gis/db/backends/postgis/schema.py | django/db/models/base.py | django/db/models/constraints.py,True,811,False,True
validation,method_selection,django__django-12062,django/django,3e5b349535f011a51dc308898924786143000631,Allow disabling of all migrations during tests,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,2,1,django/db/backends/base/creation.py | django/db/utils.py,django/db/utils.py,True,813,False,False
validation,method_selection,django__django-13682,django/django,fcd44b889f36c4be87910745614a0a4c88d7a3d8,Improve error messages from forgetting to call .as_view() on a CBV,miss,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,2,0,django/urls/conf.py | django/urls/resolvers.py,django/urls/conf.py | django/urls/resolvers.py,True,810,False,True
validation,method_selection,matplotlib__matplotlib-25346,matplotlib/matplotlib,fbe7a446a60e603e44a7a6fbdd77f2be39d6796c,[Bug]: constrained layout with wrapped titles,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,lib/matplotlib/text.py,lib/matplotlib/text.py,True,1007,False,False
validation,method_selection,matplotlib__matplotlib-19743,matplotlib/matplotlib,5793ebb2201bf778f08ac1d4cd0b8dd674c96053,constrained_layout support for figure.legend,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,6,4,examples/text_labels_and_annotations/figlegend_demo.py | lib/matplotlib/_constrained_layout.py | lib/matplotlib/axes/_axes.py | lib/matplotlib/figure.py | lib/matplotlib/legend.py | tutorials/intermediate/legend_guide.py,examples/text_labels_and_annotations/figlegend_demo.py | lib/matplotlib/axes/_axes.py,True,1022,False,True
validation,method_selection,matplotlib__matplotlib-24257,matplotlib/matplotlib,aca6e9d5e98811ca37c442217914b15e78127c89,Document how to distribute style files in python packages,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,3,2,lib/matplotlib/style/core.py | setup.py | tutorials/introductory/customizing.py,setup.py,True,1022,False,False
validation,method_selection,matplotlib__matplotlib-24250,matplotlib/matplotlib,f6e75121e11b6ba918c5f6e5c2cc1b9f4fccc8b0,[Bug]: pick events do not forward mouseevent-key on Linux,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,lib/matplotlib/figure.py,lib/matplotlib/figure.py,True,1010,False,False
validation,method_selection,matplotlib__matplotlib-23174,matplotlib/matplotlib,d73ba9e00eddae34610bf9982876b5aa62114ad5,[Bug]: Crash when adding clabels to subfigures,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,lib/matplotlib/figure.py,lib/matplotlib/figure.py,True,1012,False,False
validation,method_selection,matplotlib__matplotlib-25515,matplotlib/matplotlib,3218d1f9d3242d29e7d789fd4d27bffcc7da64a4,[ENH]: hi-res plot directive...,partial_recall,cross_file_partial_miss,只找回部分正確檔案,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,3,1,doc/conf.py | lib/matplotlib/sphinxext/figmpl_directive.py | lib/matplotlib/sphinxext/plot_directive.py,doc/conf.py | lib/matplotlib/sphinxext/figmpl_directive.py,True,1007,False,False
validation,method_selection,matplotlib__matplotlib-13980,matplotlib/matplotlib,4236b571cb2f0b741c40788d471d3aa553421e7b,Non-sensical negative radial scale minimum autoset in polar plot,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,lib/matplotlib/axes/_base.py,lib/matplotlib/axes/_base.py,True,1024,False,False
validation,method_selection,matplotlib__matplotlib-24538,matplotlib/matplotlib,c1588e695d04c4520b1b0bc915add22cedd481f4,document Legend.legendHandles,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,3,2,lib/matplotlib/legend.py | lib/matplotlib/legend_handler.py | lib/matplotlib/patches.py,lib/matplotlib/patches.py,True,1021,False,False
validation,method_selection,matplotlib__matplotlib-20470,matplotlib/matplotlib,f0632c0fc7339f68e992ed63ae4cfac76cd41aad,Handle and label not created for Text with label,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,lib/matplotlib/legend.py | lib/matplotlib/text.py,lib/matplotlib/text.py,True,1025,False,False
validation,method_selection,matplotlib__matplotlib-24691,matplotlib/matplotlib,78bf53caacbb5ce0dc7aa73f07a74c99f1ed919b,[ENH]: set facecolor and edgecolor alpha separately,partial_recall,cross_file_partial_miss,只找回部分正確檔案,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,3,1,galleries/examples/color/set_alpha.py | galleries/users_explain/colors/colors.py | lib/matplotlib/colors.py,galleries/examples/color/set_alpha.py | galleries/users_explain/colors/colors.py,True,1008,False,False
validation,method_selection,matplotlib__matplotlib-24619,matplotlib/matplotlib,0aac9f17b9373f66c709f436149568bda69595b3,[Bug]: integer colours for pcolorfast / quadmesh,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,lib/matplotlib/axes/_axes.py | lib/matplotlib/collections.py,lib/matplotlib/collections.py,True,1020,False,False
validation,method_selection,matplotlib__matplotlib-26479,matplotlib/matplotlib,04492d95a12328373161d7b8ffc8c2f4b0575974,Postscript backend gives wrong page sizes,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,lib/matplotlib/backends/backend_ps.py | lib/matplotlib/rcsetup.py,lib/matplotlib/rcsetup.py,True,1010,False,False
