split,split_role,ticket_id,repo,base_commit,title,outcome,primary_category,primary_category_zh,failure_stage,failure_stage_zh,suggested_next_step,gold_file_count,recovered_gold_count,gold_files,missing_gold_files,index_available,indexed_file_count,sparse_ticket_clues,manual_review_required
frozen_holdout_v1_posthoc,posthoc_description_only,astropy__astropy-14907,astropy/astropy,7f0df518e6bd5542b64bd7073052d099ea09dcb4,TST: test_table_group_by[True] and test_group_by_masked[True] failed with numpy 1.25rc1,miss,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,2,0,astropy/table/index.py | astropy/time/core.py,astropy/table/index.py | astropy/time/core.py,True,616,False,True
frozen_holdout_v1_posthoc,posthoc_description_only,astropy__astropy-8707,astropy/astropy,a85a0747c54bac75e9c3b2fe436b105ea029d6cf,Header.fromstring does not accept Python 3 bytes,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,2,1,astropy/io/fits/card.py | astropy/io/fits/header.py,astropy/io/fits/card.py,True,866,False,False
validation,method_selection,astropy__astropy-13132,astropy/astropy,3a0cd2d8cd7b459cdc1e1b97a14f3040ccc1fffc,Add __array_func__ for astropy.time.Time,miss,index_coverage_failure,正確檔案未進入Code Index,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,3,0,astropy/time/core.py | astropy/time/time_helper/__init__.py | astropy/time/time_helper/function_helpers.py,astropy/time/core.py | astropy/time/time_helper/__init__.py | astropy/time/time_helper/function_helpers.py,True,707,False,False
validation,method_selection,astropy__astropy-13438,astropy/astropy,4bd88be61fdf4185b9c198f7e689a40041e392ee,[Security] Jquery 3.1.1 is vulnerable to untrusted code execution,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,astropy/table/jsviewer.py,astropy/table/jsviewer.py,True,710,False,False
validation,method_selection,django__django-13841,django/django,cfe47b7686df0c4c87270a83d6d7f933323ed7e6,Access __file__ lazily rather than at module level,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,4,1,django/contrib/auth/password_validation.py | django/forms/renderers.py | django/utils/version.py | django/views/debug.py,django/contrib/auth/password_validation.py | django/forms/renderers.py | django/utils/version.py,True,810,False,True
validation,method_selection,django__django-16117,django/django,d938b3b2577807ffd585f654caa0f37d9574e565,Generated migration file is not detected by django because of the name of newly generated migration file,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/migrations/migration.py,django/db/migrations/migration.py,True,817,False,False
frozen_holdout_v1_posthoc,posthoc_description_only,pylint-dev__pylint-4661,pylint-dev/pylint,1d1619ef913b99b06647d2030bddff4800abdf63,Make pylint XDG Base Directory Specification compliant,partial_recall,cross_file_partial_miss,只找回部分正確檔案,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,2,1,pylint/config/__init__.py | setup.cfg,setup.cfg,True,117,False,False
frozen_holdout_v1_posthoc,posthoc_description_only,django__django-5470,django/django,9dcfecb7c6c8285630ad271888a9ec4ba9140e3a,Set script prefix in django.setup() to allow its usage outside of requests,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,0,django/__init__.py | django/core/wsgi.py,django/__init__.py | django/core/wsgi.py,True,748,False,False
frozen_holdout_v1_posthoc,posthoc_description_only,django__django-11281,django/django,2b03e8e9e8205ae3a3aa128764277e70b7c30803,Improve typography of user facing strings.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,22,1,django/contrib/admin/models.py | django/contrib/admin/options.py | django/contrib/auth/forms.py | django/contrib/auth/password_validation.py | django/contrib/contenttypes/views.py | django/contrib/flatpages/forms.py | django/contrib/flatpages/migrations/0001_initial.py | django/contrib/flatpages/models.py | django/contrib/gis/db/models/fields.py | django/contrib/gis/views.py | django/contrib/postgres/fields/hstore.py | django/contrib/postgres/forms/jsonb.py | django/contrib/redirects/migrations/0001_initial.py | django/contrib/redirects/models.py | django/core/validators.py | django/db/models/fields/__init__.py | django/forms/models.py | django/forms/utils.py | django/views/csrf.py | django/views/generic/dates.py | django/views/generic/list.py | django/views/static.py,django/contrib/admin/models.py | django/contrib/admin/options.py | django/contrib/auth/forms.py | django/contrib/auth/password_validation.py | django/contrib/contenttypes/views.py | django/contrib/flatpages/forms.py | django/contrib/flatpages/migrations/0001_initial.py | django/contrib/flatpages/models.py | django/contrib/gis/db/models/fields.py | django/contrib/gis/views.py | django/contrib/postgres/fields/hstore.py | django/contrib/postgres/forms/jsonb.py | django/contrib/redirects/migrations/0001_initial.py | django/contrib/redirects/models.py | django/core/validators.py | django/db/models/fields/__init__.py | django/forms/models.py | django/forms/utils.py | django/views/generic/dates.py | django/views/generic/list.py | django/views/static.py,True,799,False,True
frozen_holdout_v1_posthoc,posthoc_description_only,django__django-12198,django/django,d6505273cd889886caca57884fa79941b18c2ea6,Allow sensitive_variables() to preserve the signature of its decorated function,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,3,1,django/contrib/auth/__init__.py | django/db/models/sql/query.py | django/template/base.py,django/db/models/sql/query.py | django/template/base.py,True,812,False,False
validation,method_selection,matplotlib__matplotlib-25515,matplotlib/matplotlib,3218d1f9d3242d29e7d789fd4d27bffcc7da64a4,[ENH]: hi-res plot directive...,partial_recall,cross_file_partial_miss,只找回部分正確檔案,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,3,1,doc/conf.py | lib/matplotlib/sphinxext/figmpl_directive.py | lib/matplotlib/sphinxext/plot_directive.py,doc/conf.py | lib/matplotlib/sphinxext/figmpl_directive.py,True,1007,False,False
validation,method_selection,django__django-14387,django/django,3733ae895780f17430924f1e20ee320556c62d05,Incorrect SQL generation filtering OR-combined queries,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/utils/tree.py,django/utils/tree.py,True,810,False,False
validation,method_selection,django__django-10301,django/django,76dfa834e7ceeca97cd8e3cfa86651a955aa3f0c,SQLite functions crashes on NULL values,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,4,1,django/db/backends/oracle/operations.py | django/db/backends/sqlite3/base.py | django/db/models/functions/datetime.py | django/db/models/functions/text.py,django/db/backends/oracle/operations.py | django/db/models/functions/datetime.py | django/db/models/functions/text.py,True,805,False,True
validation,method_selection,django__django-11740,django/django,003bb34b218adb23d1a7e67932a6ba9b3c4dcc81,Change uuid field to FK does not create dependency,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/migrations/autodetector.py,django/db/migrations/autodetector.py,True,812,False,False
frozen_holdout_v1_posthoc,posthoc_description_only,pytest-dev__pytest-7122,pytest-dev/pytest,be68496440508b760ba1f988bcc63d1d09ace206,-k mishandles numbers,miss,index_coverage_failure,正確檔案未進入Code Index,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,2,0,src/_pytest/mark/expression.py | src/_pytest/mark/legacy.py,src/_pytest/mark/expression.py | src/_pytest/mark/legacy.py,True,193,False,False
frozen_holdout_v1_posthoc,posthoc_description_only,django__django-11532,django/django,a5308514fb4bc5086c9a16a8a24a945eeebb073c,Email messages crash on non-ASCII domain when email encoding is non-unicode.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,5,4,django/core/mail/message.py | django/core/mail/utils.py | django/core/validators.py | django/utils/encoding.py | django/utils/html.py,django/utils/html.py,True,799,False,False
frozen_holdout_v1_posthoc,posthoc_description_only,django__django-12431,django/django,e3f6e18513224c8ad081e5a19da641f49b0b43da,FileResponse with temporary file closing connection.,miss,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,3,0,django/core/handlers/base.py | django/core/handlers/wsgi.py | django/http/response.py,django/core/handlers/base.py | django/core/handlers/wsgi.py | django/http/response.py,True,813,False,True
frozen_holdout_v1_posthoc,posthoc_description_only,django__django-10910,django/django,3dca8738cbbbb5674f795169e5ea25e2002f2d71,Using database functions with tzinfo=datetime.timezone(datetime.timedelta(...)) results in an incorrect query,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,4,3,django/db/backends/mysql/operations.py | django/db/backends/oracle/operations.py | django/db/backends/postgresql/operations.py | django/db/backends/sqlite3/base.py,django/db/backends/sqlite3/base.py,True,796,False,False
validation,method_selection,matplotlib__matplotlib-24691,matplotlib/matplotlib,78bf53caacbb5ce0dc7aa73f07a74c99f1ed919b,[ENH]: set facecolor and edgecolor alpha separately,partial_recall,cross_file_partial_miss,只找回部分正確檔案,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,3,1,galleries/examples/color/set_alpha.py | galleries/users_explain/colors/colors.py | lib/matplotlib/colors.py,galleries/examples/color/set_alpha.py | galleries/users_explain/colors/colors.py,True,1008,False,False
validation,method_selection,django__django-14681,django/django,6b513f01374da8e8f38e231f0ff95e8c095d3239,CSRF failure incorrectly reported on upload when there is a problem with storage,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/middleware/csrf.py,django/middleware/csrf.py,True,810,False,False
