split,split_role,ticket_id,repo,base_commit,title,outcome,primary_category,primary_category_zh,failure_stage,failure_stage_zh,suggested_next_step,gold_file_count,recovered_gold_count,gold_files,missing_gold_files,index_available,indexed_file_count,sparse_ticket_clues,manual_review_required
development,development_only,django__django-11138,django/django,c84b91b7603e488f7171fdff8f08368ef3d6b856,"TIME_ZONE value in DATABASES settings is not used when making dates timezone-aware on MySQL, SQLite, and Oracle.",partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,4,3,django/db/backends/mysql/operations.py | django/db/backends/oracle/operations.py | django/db/backends/sqlite3/base.py | django/db/backends/sqlite3/operations.py,django/db/backends/sqlite3/base.py,True,796,False,False
development,development_only,django__django-11677,django/django,7203efb799969b4662ecb58f4cefd2a5f2e0062b,Nested OuterRef not looking on the right model for the field.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/models/sql/where.py,django/db/models/sql/where.py,True,812,False,False
development,development_only,django__django-13250,django/django,bac5777bff8e8d8189193438b5af52f158a3f2a4,JSONField's __contains and __contained_by lookups don't work with nested values on SQLite.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,5,3,django/db/backends/base/features.py | django/db/backends/oracle/features.py | django/db/backends/sqlite3/base.py | django/db/backends/sqlite3/features.py | django/db/models/fields/json.py,django/db/backends/base/features.py | django/db/backends/oracle/features.py,True,806,False,True
development,development_only,django__django-12125,django/django,89d41cba392b759732ba9f1db4ff29ed47da6a56,makemigrations produces incorrect path for inner classes,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/migrations/serializer.py,django/db/migrations/serializer.py,True,813,False,False
development,development_only,django__django-17087,django/django,4a72da71001f154ea60906a2f74898d32b7322a7,Class methods from nested classes cannot be used as Field.default.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/migrations/serializer.py,django/db/migrations/serializer.py,True,818,False,False
development,development_only,django__django-12113,django/django,62254c5202e80a68f4fe6572a2be46a3d953de1a,admin_views.test_multidb fails with persistent test SQLite database.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/backends/sqlite3/creation.py,django/db/backends/sqlite3/creation.py,True,813,False,False
development,development_only,django__django-13207,django/django,ba6b32e5efc4c813ba4432777b3b1743d4205d14,Custom collations,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,16,1,django/core/management/commands/inspectdb.py | django/db/backends/base/features.py | django/db/backends/base/introspection.py | django/db/backends/base/schema.py | django/db/backends/mysql/features.py | django/db/backends/mysql/introspection.py | django/db/backends/mysql/schema.py | django/db/backends/oracle/features.py | django/db/backends/oracle/introspection.py | django/db/backends/oracle/schema.py | django/db/backends/postgresql/features.py | django/db/backends/postgresql/introspection.py | django/db/backends/sqlite3/features.py | django/db/backends/sqlite3/introspection.py | django/db/backends/sqlite3/schema.py | django/db/models/fields/__init__.py,django/core/management/commands/inspectdb.py | django/db/backends/base/features.py | django/db/backends/base/introspection.py | django/db/backends/base/schema.py | django/db/backends/mysql/features.py | django/db/backends/mysql/introspection.py | django/db/backends/mysql/schema.py | django/db/backends/oracle/features.py | django/db/backends/oracle/introspection.py | django/db/backends/oracle/schema.py | django/db/backends/postgresql/features.py | django/db/backends/postgresql/introspection.py | django/db/backends/sqlite3/features.py | django/db/backends/sqlite3/introspection.py | django/db/backends/sqlite3/schema.py,True,806,False,True
development,development_only,django__django-11797,django/django,3346b78a8a872286a245d1e77ef4718fc5e6be1a,Filtering on query result overrides GROUP BY of internal query,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/models/lookups.py,django/db/models/lookups.py,True,813,False,False
development,development_only,django__django-13530,django/django,ac6c4260074de43a978e5c6553ef89441e1d6748,Using KeyTransform for JSONField produces invalid SQL in various places.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,5,1,django/contrib/postgres/aggregates/mixins.py | django/contrib/postgres/constraints.py | django/db/models/expressions.py | django/db/models/fields/json.py | django/db/models/lookups.py,django/contrib/postgres/aggregates/mixins.py | django/contrib/postgres/constraints.py | django/db/models/expressions.py | django/db/models/lookups.py,True,806,False,True
development,development_only,django__django-14997,django/django,0d4e575c96d408e0efb4dfd0cbfc864219776950,Remaking table with unique constraint crashes on SQLite.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/backends/ddl_references.py,django/db/backends/ddl_references.py,True,811,False,False
development,development_only,django__django-11359,django/django,d08e6f55e3a986a8d4b3a58431d9615c7bc81eaa,Automatically resolve Value's output_field for stdlib types.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,4,3,django/contrib/gis/db/models/functions.py | django/contrib/postgres/fields/ranges.py | django/db/models/expressions.py | django/db/models/lookups.py,django/db/models/lookups.py,True,816,False,False
development,development_only,django__django-12304,django/django,4c1b401e8250f9f520b3c7dc369554477ce8b15a,Enumeration Types are not usable in templates.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/models/enums.py,django/db/models/enums.py,True,813,False,False
development,development_only,django__django-16281,django/django,2848e5d0ce5cf3c31fe87525536093b21d570f69,Migration changing ManyToManyField target to 'self' doesn't work correctly,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/backends/sqlite3/schema.py,django/db/backends/sqlite3/schema.py,True,820,False,False
development,development_only,django__django-16311,django/django,a1bcdc94da6d597c51b4eca0411a97a6460b482e,Mitigate the BREACH attack,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,django/middleware/gzip.py | django/utils/text.py,django/utils/text.py,True,821,False,False
development,development_only,django__django-16816,django/django,191f6a9a4586b5e5f79f4f42f190e7ad4bbacc84,Error E108 does not cover some cases,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/contrib/admin/checks.py,django/contrib/admin/checks.py,True,819,False,False
development,development_only,django__django-12519,django/django,d4fff711d4c97356bd6ba1273d2a5e349326eb5f,Subquery annotations are omitted in group by query section if multiple annotation are declared,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,3,1,django/db/backends/mysql/base.py | django/db/backends/mysql/validation.py | django/db/models/expressions.py,django/db/backends/mysql/base.py | django/db/backends/mysql/validation.py,True,813,False,False
development,development_only,django__django-14580,django/django,36fa071d6ebd18a61c4d7f1b5c9d17106134bd44,Missing import statement in generated migration (NameError: name 'models' is not defined),miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/migrations/serializer.py,django/db/migrations/serializer.py,True,809,False,False
development,development_only,django__django-16229,django/django,04b15022e8d1f49af69d8a1e6cd678f31f1280ff,ModelForm fields with callable defaults don't correctly propagate default values,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/forms/boundfield.py,django/forms/boundfield.py,True,820,False,False
development,development_only,django__django-11527,django/django,c2f381ef17058e5cfea58ae507983d2e459a2888,sqlsequencereset should inform that no sequences found.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,3,1,django/core/management/commands/sqlflush.py | django/core/management/commands/sqlmigrate.py | django/core/management/commands/sqlsequencereset.py,django/core/management/commands/sqlflush.py | django/core/management/commands/sqlmigrate.py,True,799,False,False
development,development_only,django__django-11885,django/django,04ac9b45a34440fa447feb6ae934687aacbfc5f4,Combine fast delete queries,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,django/contrib/admin/utils.py | django/db/models/deletion.py,django/contrib/admin/utils.py,True,813,False,False
development,development_only,django__django-12754,django/django,18759b2209ff556aed7f20d83cbf23e3d234e41c,FieldError when migrating field to new model subclass.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/migrations/autodetector.py,django/db/migrations/autodetector.py,True,811,False,False
development,development_only,django__django-12821,django/django,6c19c2ca51746f30fa35668876416c9178487388,Stop minifying only some admin static assets,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,3,1,django/contrib/admin/bin/compress.py | django/contrib/admin/helpers.py | django/contrib/admin/options.py,django/contrib/admin/helpers.py | django/contrib/admin/options.py,True,815,False,True
development,development_only,django__django-15629,django/django,694cf458f16b8d340a3195244196980b2dec34fd,Errors with db_collation – no propagation to foreignkeys,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,4,1,django/db/backends/base/schema.py | django/db/backends/oracle/features.py | django/db/backends/sqlite3/schema.py | django/db/models/fields/related.py,django/db/backends/base/schema.py | django/db/backends/oracle/features.py | django/db/backends/sqlite3/schema.py,True,815,False,True
development,development_only,django__django-15154,django/django,d3a64bea51676fcf8a0ae593cf7b103939e12c87,Detecting uniqueness doesn't work for models with functional unique constraints.,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/db/models/options.py,django/db/models/options.py,True,812,False,False
development,development_only,django__django-13344,django/django,e39e727ded673e74016b5d3658d23cbe20234d11,Coroutine passed to the first middleware's process_response() instead of HttpResponse.,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,3,2,django/contrib/sessions/middleware.py | django/middleware/cache.py | django/middleware/security.py,django/contrib/sessions/middleware.py,True,806,False,False
development,development_only,django__django-14430,django/django,fde6fb28984a76d5bee794f4c0458eb25fe56fcd,Coalesce in Aggregations ignored when EmptyResultSet returned,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,6,5,django/contrib/postgres/aggregates/statistics.py | django/db/models/aggregates.py | django/db/models/expressions.py | django/db/models/functions/comparison.py | django/db/models/sql/compiler.py | django/db/models/sql/query.py,django/contrib/postgres/aggregates/statistics.py,True,809,False,False
development,development_only,django__django-15022,django/django,e1d673c373a7d032060872b690a92fc95496612e,Unnecessary joins in admin changelist query,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/contrib/admin/options.py,django/contrib/admin/options.py,True,812,False,False
development,development_only,django__django-15052,django/django,25157033e979c134d455d46995a6db0838457d98,Aggregate filtered by an Exists subquery crashes,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,django/contrib/postgres/aggregates/mixins.py | django/db/models/aggregates.py,django/contrib/postgres/aggregates/mixins.py,True,811,False,False
development,development_only,django__django-12396,django/django,9cc743d0c82e019306d80eb8a83f86f8c6244610,Omits test_ prefix from database name when running subset of tests,partial_recall,cross_file_partial_miss,只找回部分正確檔案,mixed_retrieval_and_rerank,同一Ticket同時包含初步檢索與重新排序遺漏,分別處理初步檢索與SBERT重排，不能只調整單一階段。,6,3,django/core/checks/database.py | django/core/checks/registry.py | django/core/management/base.py | django/core/management/commands/check.py | django/core/management/commands/migrate.py | django/db/models/base.py,django/core/checks/database.py | django/core/management/commands/check.py | django/core/management/commands/migrate.py,True,813,False,True
development,development_only,django__django-12419,django/django,7fa1a93c6c8109010a6ff3f604fda83b604e0e97,Add secure default SECURE_REFERRER_POLICY / Referrer-policy header,miss,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,1,0,django/conf/global_settings.py,django/conf/global_settings.py,True,813,False,False
development,development_only,django__django-12313,django/django,f3da09df0f4147223ab76a00a841586ccf11005d,makemigrations does not detect/like model name case changes,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,2,1,django/db/migrations/autodetector.py | django/db/models/fields/related.py,django/db/models/fields/related.py,True,812,False,False
development,development_only,django__django-11815,django/django,e02f67ef2d03d48128e7a118bf75f0418e24e8ac,Migrations uses value of enum object instead of its name.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/migrations/serializer.py,django/db/migrations/serializer.py,True,813,False,False
development,development_only,django__django-11916,django/django,09578f6dfb757c55f107e30a85434cedeb47465a,Make prefetch_related faster by lazily creating related querysets,partial_recall,cross_file_partial_miss,只找回部分正確檔案,reranker_demotion,正確檔案在TF-IDF前50名，但被SBERT排出前20名,檢查SBERT重排與檔案分數整合，避免正確檔案被排出Top-20。,2,1,django/db/models/fields/related_descriptors.py | django/db/models/query.py,django/db/models/fields/related_descriptors.py,True,812,False,False
development,development_only,django__django-15925,django/django,fd93db97c7228b16a4f92f97ef05b0d72418d952,RemoveField on indexed fields crashes on SQLite 3.35.5+,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/backends/sqlite3/schema.py,django/db/backends/sqlite3/schema.py,True,816,False,False
development,development_only,django__django-15352,django/django,022a864a5d1de28b853f009566a24be251e90d96,Session ID should be cleansed from error reporting,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/views/debug.py,django/views/debug.py,True,817,False,False
development,development_only,django__django-12928,django/django,859cd7c6b43bf70e2852eda10f635c70feeb397f,Implement autoreload behaviour for cached template loader,partial_recall,cross_file_partial_miss,只找回部分正確檔案,index_coverage_failure,正確檔案未進入Code Index,檢查測試檔排除規則、支援副檔名與檔案大小限制。,5,2,django/template/__init__.py | django/template/autoreload.py | django/template/loaders/cached.py | django/utils/autoreload.py | django/utils/translation/reloader.py,django/template/__init__.py | django/template/autoreload.py | django/utils/translation/reloader.py,True,807,False,False
development,development_only,django__django-11564,django/django,580e644f24f1c5ae5b94784fb73a9953a178fd26,Add support for SCRIPT_NAME in STATIC_URL and MEDIA_URL,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/conf/__init__.py,django/conf/__init__.py,True,813,False,False
development,development_only,django__django-15139,django/django,08d8bccbf1b0764a0de68325569ee47da256e206,Deprecate PickleSerializer and move it out of core,partial_recall,cross_file_partial_miss,只找回部分正確檔案,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,4,3,django/contrib/sessions/backends/base.py | django/contrib/sessions/serializers.py | django/core/cache/backends/redis.py | django/core/serializers/base.py,django/contrib/sessions/backends/base.py,True,813,False,False
development,development_only,django__django-14722,django/django,c1e4111c74ee9d9f48cbee5a5b7c40289203c93d,Moving a unique constraint from unique_together to Field.unique generate an invalid migration.,miss,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,initial_retrieval_miss,正確檔案未進入TF-IDF前50名,優先測試API查詢擴充、Import Graph與較大的TF-IDF候選池。,1,0,django/db/migrations/autodetector.py,django/db/migrations/autodetector.py,True,811,False,False
